url,source_id,topic,priority,crawl_status,allowed,batch,knowledge_eligible,knowledge_type,content_kind,video,target_card_id,notes
https://www.optionseducation.org/optionsoverview/what-is-an-option,oic,concept,1,ingested,true,pilot-12,,,,,,OIC sitemap; first-batch fundamentals
https://www.optionseducation.org/optionsoverview/options-pricing,oic,concept,1,ingested,true,pilot-12,,,,,,OIC sitemap; pricing fundamentals
https://www.optionseducation.org/optionsoverview/exercising-options,oic,lifecycle,1,ingested,true,pilot-12,,,,,,OIC sitemap; exercise lifecycle
https://www.optionseducation.org/optionsoverview/what-are-the-benefits-risks,oic,concept,1,ingested,true,pilot-12,,,,,,OIC sitemap; benefits and risks
https://www.optionseducation.org/advancedconcepts/delta,oic,greek,1,ingested,true,pilot-12,,,,,,OIC sitemap; Greeks
https://www.optionseducation.org/advancedconcepts/gamma,oic,greek,1,ingested,true,pilot-12,,,,,,OIC sitemap; Greeks
https://www.optionseducation.org/advancedconcepts/theta,oic,greek,1,ingested,true,pilot-12,,,,,,OIC sitemap; Greeks
https://www.optionseducation.org/advancedconcepts/vega,oic,greek,1,ingested,true,pilot-12,,,,,,OIC sitemap; Greeks
https://optionalpha.com/courses/options-basics,optionalpha,curriculum,1,ingested,true,pilot-12,,,,,,Option Alpha sitemap; course overview
https://optionalpha.com/courses/pricing-volatility,optionalpha,volatility,1,ingested,true,pilot-12,,,,,,Option Alpha sitemap; pricing and volatility
https://optionalpha.com/courses/options-expiration,optionalpha,lifecycle,1,ingested,true,pilot-12,,,,,,Option Alpha sitemap; expiration
https://www.cmegroup.com/education/courses/introduction-to-options,cme,options-on-futures,1,ingested,true,pilot-12,,,,,,Linked from CME All About Options curriculum
https://www.optionseducation.org/strategies/all-strategies/covered-call-buy-write,oic,strategy,2,ingested,true,followup-3,,,,,,OIC sitemap; ingested in follow-up run z89ZwcnZUNwpJf6QA
https://optionalpha.com/courses/neutral-options-strategies,optionalpha,strategy,2,ingested,true,followup-3,,,,,,Option Alpha sitemap; ingested in follow-up run z89ZwcnZUNwpJf6QA
https://www.cmegroup.com/education/courses/option-greeks,cme,options-on-futures,2,ingested,true,followup-3,,,,,,Linked from CME curriculum; ingested in follow-up run z89ZwcnZUNwpJf6QA
https://www.optionseducation.org/strategies/all-strategies/cash-secured-put,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.cash_secured_put,Futu coverage; Covered Stock / Cash-Secured Put; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/long-call,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.long_call,Futu coverage; Single Option / Long Call; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/long-put,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.long_put,Futu coverage; Single Option / Long Put; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/bull-call-spread-debit-call-spread,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.bull_call_spread,Futu coverage; Vertical / Bull Call Spread; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/bear-put-spread,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.bear_put_spread,Futu coverage; Vertical / Bear Put Spread; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/collar-protective-collar,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.collar,Futu coverage; Collar; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/long-straddle,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.long_straddle,Futu coverage; Straddle / Long; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
https://www.optionseducation.org/strategies/all-strategies/short-straddle,oic,strategy,3,ingested,true,futu-strategies-a,true,strategy,strategy,false,strategy.short_straddle,Futu coverage; Straddle / Short; HTTP 200 verified 2026-09-01; awaiting approval before crawl; ingested after futu-strategies-a crawl
